,RespondentID,Knowledge,Interest,Algeria,Argentina,Australia,Belgium,Bosnia and Herzegovina,Brazil,Cameroon,Chile,Colombia,Costa Rica,Croatia,Ecuador,England,France,Germany,Ghana,Greece,Honduras,Iran,Italy,Ivory Coast,Japan,Mexico,the Netherlands,Nigeria,Portugal,Russia,South Korea,Spain,Switzerland,United States,Uruguay,China,India,Thailand,Turkey,Cuba,Ethiopia,Vietnam,Ireland,Gender,Age,Household Income,Education,Location
468,3308456526,Advanced,A lot,3.0,3.0,3.0,3.0,,3.0,,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,,3.0,,,5.0,,5.0,3.0,,,3.0,3.0,3.0,4.0,3.0,5.0,,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
469,3308456134,Novice,Some,,,,,,,,,,,,,,,,,,,,4.0,,5.0,3.0,,,,,,,,5.0,,,,3.0,,,,,,Female,18-29,"$0 - $24,999",Some college or Associate degree,New England
470,3308456133,Novice,Some,,3.0,,,,,,,,,,,2.0,3.0,4.0,,4.0,,,5.0,,,4.0,,,,2.0,,3.0,,4.0,,3.0,2.0,4.0,,,,,2.0,Male,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
471,3308453814,Novice,Some,,,,,,,,,,,,,3.0,3.0,2.0,,,,,5.0,,,4.0,,,,3.0,,,,4.0,,3.0,4.0,,,,,,3.0,Female,18-29,,Some college or Associate degree,Mountain
473,3308451320,Intermediate,Some,,4.0,2.0,3.0,,4.0,,3.0,3.0,4.0,,,2.0,4.0,4.0,,4.0,,,5.0,,4.0,5.0,,,,,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,,4.0,2.0,2.0,3.0,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain
474,3308450987,Intermediate,Some,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,,5.0,4.0,,,3.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,,4.0,3.0,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
475,3308450555,Intermediate,Some,,3.0,,4.0,,3.0,,,,,,,2.0,4.0,5.0,,4.0,,,5.0,,4.0,5.0,,,,,,,3.0,3.0,,4.0,,,3.0,,,,4.0,Female,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
476,3308449111,Novice,Not much,,,,,,,,,,,,,5.0,3.0,3.0,,4.0,,,4.0,,4.0,3.0,,,,,2.0,,,4.0,,4.0,4.0,,,,,,,Female,45-60,,Some college or Associate degree,South Atlantic
477,3308449002,Novice,Some,,,,,,,,,,,,,4.0,5.0,4.0,,4.0,,,5.0,,3.0,3.0,3.0,,3.0,4.0,,3.0,3.0,4.0,,4.0,3.0,5.0,5.0,3.0,3.0,,4.0,Female,> 60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
478,3308447710,Intermediate,Some,,,,,,,,,,,,,3.0,5.0,3.0,,4.0,,,4.0,,4.0,4.0,3.0,,,,,4.0,3.0,3.0,,4.0,5.0,4.0,,3.0,,,3.0,Female,30-44,,Bachelor degree,South Atlantic
479,3308446907,Novice,Some,,,,4.0,,,,,,,,,3.0,,,,5.0,,,3.0,,5.0,5.0,,,,,,4.0,3.0,4.0,,1.0,1.0,1.0,,,,,3.0,Female,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic
480,3308446728,Intermediate,Some,,3.0,,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,,4.0,3.0,,5.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,Female,> 60,"$150,000+",Bachelor degree,Pacific
482,3308444719,Novice,Not much,,,,,,4.0,,,,,,,,,3.0,,,,,4.0,,,4.0,,,,,,,,5.0,,3.0,,3.0,,4.0,,4.0,4.0,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
483,3308444562,Intermediate,Some,,3.0,,4.0,,3.0,,3.0,3.0,3.0,,3.0,4.0,4.0,5.0,,5.0,3.0,4.0,5.0,,3.0,5.0,4.0,,5.0,3.0,3.0,4.0,4.0,4.0,,3.0,5.0,3.0,5.0,4.0,,3.0,4.0,Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
484,3308443958,Intermediate,Some,,,2.0,,,,,,,,,,3.0,3.0,2.0,,5.0,,3.0,3.0,,4.0,5.0,,,,,,,,3.0,,2.0,5.0,5.0,,,,4.0,,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
485,3308443796,Novice,Not much,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,,4.0,,4.0,,,,,,,3.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
486,3308443585,Intermediate,A lot,3.0,2.0,,3.0,,,,,,,,4.0,3.0,2.0,5.0,,5.0,4.0,4.0,4.0,,4.0,5.0,,,5.0,2.0,2.0,5.0,3.0,4.0,,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,Female,45-60,"$150,000+",Graduate degree,South Atlantic
487,3308443156,Advanced,A lot,,,,,,,,,,,,,3.0,3.0,4.0,,4.0,,4.0,5.0,,5.0,5.0,2.0,,,3.0,,,,3.0,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,,Female,45-60,,Bachelor degree,South Atlantic
488,3308442936,Intermediate,Some,,5.0,5.0,5.0,3.0,5.0,,4.0,,,,,4.0,5.0,5.0,,5.0,3.0,,5.0,,5.0,3.0,3.0,,4.0,5.0,3.0,4.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
490,3308442205,Advanced,A lot,,4.0,,,1.0,,,4.0,4.0,,,3.0,4.0,3.0,4.0,,3.0,4.0,,4.0,,5.0,5.0,3.0,,4.0,2.0,4.0,4.0,3.0,3.0,,4.0,3.0,4.0,,4.0,,4.0,5.0,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
491,3308442090,Advanced,A lot,,,,,,3.0,,,,,,,5.0,2.0,5.0,,3.0,,,4.0,,2.0,4.0,,,,,,,4.0,4.0,,3.0,5.0,3.0,,3.0,,,3.0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
492,3308441856,Intermediate,A lot,,4.0,,3.0,,2.0,,3.0,,,,2.0,3.0,3.0,3.0,,4.0,,3.0,5.0,,4.0,4.0,,,,3.0,3.0,3.0,,4.0,,3.0,4.0,5.0,,3.0,,5.0,,Male,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
493,3308441495,Intermediate,Some,,3.0,,4.0,,3.0,,3.0,3.0,,,,2.0,4.0,3.0,,3.0,,,4.0,,4.0,3.0,,,,3.0,2.0,3.0,4.0,4.0,,4.0,3.0,3.0,,2.0,4.0,3.0,3.0,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
494,3308441194,Novice,Some,,,,,,,,,,,,,4.0,,,,4.0,,,5.0,,3.0,4.0,,,,,,,,5.0,,4.0,3.0,,,4.0,,,4.0,Female,18-29,,Some college or Associate degree,East South Central
495,3308440845,Advanced,A lot,,3.0,,,,2.0,,3.0,3.0,,,,1.0,4.0,3.0,,5.0,,,5.0,,3.0,4.0,,,,,,4.0,3.0,2.0,,4.0,1.0,,5.0,,,,2.0,Male,18-29,"$150,000+",High school degree,Middle Atlantic
496,3308440820,Novice,Some,,,,,,,,,,,,,2.0,3.0,4.0,,4.0,,,3.0,,4.0,3.0,,,4.0,,,,,4.0,,3.0,4.0,,,,,1.0,3.0,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,New England
497,3308440658,Novice,Not at all,,,3.0,,,3.0,,,,,,,3.0,3.0,,,,,,3.0,,,3.0,,,,,,3.0,2.0,4.0,,3.0,3.0,,,3.0,,,3.0,Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
498,3308440334,Intermediate,Some,,,,,,,,,,,,,,,2.0,,,,,2.0,,,4.0,,,,,,,,4.0,,,,,,,,,,Female,45-60,"$0 - $24,999",Some college or Associate degree,East North Central
499,3308440267,Advanced,A lot,,4.0,3.0,,,4.0,,3.0,,,,4.0,2.0,5.0,4.0,,4.0,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,,2.0,4.0,5.0,,,4.0,5.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
501,3308439657,Intermediate,A lot,,3.0,,,,4.0,1.0,3.0,,4.0,4.0,,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,,4.0,4.0,,,4.0,,3.0,4.0,,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,3.0,3.0,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
502,3308439424,Intermediate,Some,,,,,,,,,,,,,3.0,4.0,4.0,,5.0,,,5.0,,4.0,3.0,,,,,,3.0,,5.0,,5.0,2.0,4.0,,,,4.0,4.0,Female,> 60,"$150,000+",Bachelor degree,East North Central
503,3308439307,Advanced,A lot,,,,,,4.0,,,,,,3.0,3.0,3.0,2.0,3.0,5.0,,,3.0,,2.0,4.0,,3.0,3.0,2.0,,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,,4.0,4.0,3.0,Female,30-44,"$25,000 - $49,999",Graduate degree,West North Central
504,3308439072,Novice,Some,,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,,4.0,,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,,3.0,3.0,3.0,Female,> 60,,Some college or Associate degree,West North Central
505,3308439013,Novice,Some,,,,,,,,,,,,,,,3.0,,4.0,,,5.0,,3.0,4.0,,,,,,,,3.0,,3.0,4.0,5.0,,,,3.0,4.0,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
506,3308438644,Novice,Not at all,,,,,3.0,,,,,,,,3.0,,3.0,,3.0,,,3.0,,3.0,4.0,,,,,,3.0,,3.0,,3.0,3.0,3.0,,3.0,,,,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
507,3308438545,Advanced,Not much,,3.0,3.0,3.0,2.0,4.0,,,,,2.0,2.0,2.0,4.0,3.0,,4.0,,,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
508,3308438314,Intermediate,Some,,,3.0,,,3.0,,,,2.0,,,2.0,3.0,3.0,,3.0,,,3.0,,3.0,3.0,,,,2.0,,3.0,3.0,3.0,,3.0,3.0,,,3.0,2.0,,3.0,Female,45-60,,Some college or Associate degree,South Atlantic
509,3308437763,Intermediate,A lot,2.0,,,,,,,,,,,,2.0,4.0,3.0,,3.0,,,5.0,,5.0,5.0,,,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,Female,45-60,"$0 - $24,999",Bachelor degree,Pacific
510,3308437502,Advanced,Some,2.0,3.0,4.0,3.0,,1.0,,3.0,2.0,,3.0,3.0,2.0,4.0,1.0,,4.0,3.0,2.0,5.0,,3.0,4.0,2.0,,,3.0,,3.0,3.0,4.0,,4.0,3.0,3.0,,,,,2.0,Male,45-60,,Bachelor degree,West North Central
512,3308436139,Intermediate,Not at all,,,,,,3.0,,,,,,,3.0,2.0,,,,,,5.0,,3.0,5.0,,,,,,4.0,,5.0,,3.0,1.0,2.0,,3.0,,1.0,,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
513,3308435583,Expert,A lot,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,,,3.0,3.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,Female,45-60,,,Middle Atlantic
514,3308435526,Intermediate,Some,,,4.0,5.0,,,,,,,,,5.0,5.0,5.0,,5.0,,,5.0,,3.0,5.0,5.0,,4.0,4.0,3.0,5.0,5.0,5.0,,4.0,5.0,3.0,,4.0,,3.0,5.0,Female,> 60,,Graduate degree,Pacific
515,3308435336,Intermediate,A lot,,,,,,3.0,,3.0,,,,,3.0,5.0,4.0,,3.0,,,4.0,,5.0,4.0,,,,,,3.0,,4.0,,3.0,2.0,4.0,,2.0,1.0,,3.0,Female,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
516,3308435130,Intermediate,A lot,,,,,,,,4.0,,,,,2.0,4.0,4.0,,4.0,,4.0,5.0,,4.0,5.0,,,3.0,,,4.0,3.0,4.0,,5.0,4.0,4.0,3.0,3.0,,4.0,2.0,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
517,3308434238,Novice,Not much,,,,,,,,,,,,,,3.0,3.0,,,,,4.0,,,,,,,,,3.0,,3.0,,4.0,4.0,,,,,,4.0,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
518,3308433351,Advanced,A lot,,,,,,,,,,,,,,3.0,,,,,,5.0,,4.0,4.0,,3.0,3.0,,,,,4.0,,5.0,5.0,4.0,,4.0,4.0,,,Female,18-29,,Some college or Associate degree,South Atlantic
519,3308432873,Novice,Not much,,3.0,,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,4.0,,,,,,4.0,,5.0,,,,,,3.0,,,4.0,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
520,3308432840,Intermediate,A lot,,,,,,,,,,,,,3.0,3.0,4.0,,5.0,,,4.0,,3.0,5.0,,,,3.0,,4.0,3.0,4.0,,3.0,3.0,3.0,,3.0,,,3.0,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
521,3308432628,Intermediate,Some,,,,,,,,,,,,,2.0,4.0,3.0,,4.0,,,5.0,,3.0,4.0,,,,,,3.0,,4.0,,4.0,4.0,3.0,,,,3.0,3.0,Female,30-44,,Graduate degree,West North Central
522,3308430641,Advanced,A lot,,,2.0,,,,,3.0,,,,3.0,2.0,3.0,3.0,,5.0,,5.0,5.0,,5.0,5.0,3.0,,,,5.0,3.0,3.0,2.0,,5.0,5.0,5.0,,3.0,,4.0,3.0,Male,30-44,,High school degree,New England
524,3308429192,Novice,Some,,,,,,,,,,,,,3.0,,3.0,,4.0,,,4.0,,3.0,4.0,,,,,,,,5.0,,4.0,3.0,3.0,,,,,3.0,Female,18-29,,Bachelor degree,West North Central
525,3308428405,Intermediate,Not much,,,5.0,3.0,,,,2.0,,4.0,,,3.0,4.0,2.0,,4.0,,,4.0,,4.0,5.0,,,,2.0,,4.0,5.0,4.0,,4.0,3.0,5.0,,,,3.0,2.0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
526,3308428287,Novice,Some,,,,,,,,,,,,,2.0,4.0,4.0,,4.0,,,4.0,,3.0,3.0,,,,,,3.0,,2.0,,2.0,4.0,5.0,,3.0,,,,Female,18-29,"$0 - $24,999",Bachelor degree,West South Central
527,3308426636,Novice,Some,,,,3.0,,,,,,,,,3.0,4.0,3.0,,5.0,,,4.0,,3.0,4.0,,,,,4.0,3.0,,3.0,,4.0,2.0,,,,,3.0,,Female,18-29,,Some college or Associate degree,Middle Atlantic
528,3308425791,Novice,Some,,,3.0,3.0,,,,,,2.0,,,3.0,3.0,3.0,,2.0,,,5.0,,2.0,2.0,3.0,,,,,3.0,3.0,4.0,,4.0,2.0,3.0,3.0,2.0,,,3.0,Female,> 60,"$25,000 - $49,999",Bachelor degree,South Atlantic
529,3308425613,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,,4.0,3.0,3.0,4.0,5.0,5.0,,5.0,5.0,3.0,,4.0,,3.0,4.0,,,,,
530,3308425569,Intermediate,A lot,,5.0,,,,4.0,,4.0,4.0,4.0,,4.0,2.0,2.0,2.0,,2.0,5.0,4.0,4.0,,4.0,4.0,3.0,,3.0,2.0,,2.0,,1.0,4.0,5.0,5.0,5.0,,,,4.0,2.0,Female,18-29,,Some college or Associate degree,Pacific
531,3308425194,Intermediate,A lot,,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,3.0,,,5.0,,3.0,4.0,3.0,,3.0,3.0,,3.0,3.0,4.0,,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,Female,30-44,,Some college or Associate degree,East South Central
532,3308424367,Intermediate,A lot,,,,,,,,,,,,,3.0,4.0,,,,,,4.0,,3.0,3.0,,,,,,,,3.0,,5.0,,,,,,,,Female,30-44,"$0 - $24,999",High school degree,Mountain
533,3308423724,Intermediate,Some,1.0,,,4.0,,3.0,,3.0,3.0,,,,3.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,,3.0,3.0,,1.0,3.0,,,3.0,,5.0,1.0,3.0,1.0,,,3.0,1.0,,3.0,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
534,3308422347,Novice,Some,,,,,,,,,,,3.0,,2.0,3.0,3.0,,4.0,,,4.0,,4.0,4.0,,,,,4.0,4.0,,4.0,,4.0,3.0,3.0,,,,3.0,3.0,Male,> 60,"$150,000+",Some college or Associate degree,Pacific
535,3308421342,Intermediate,A lot,4.0,4.0,4.0,4.0,3.0,,,,,,,,4.0,4.0,4.0,,4.0,,5.0,5.0,,5.0,5.0,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,Male,> 60,,Bachelor degree,Middle Atlantic
536,3308419218,Intermediate,A lot,,,,,,3.0,,,,,,,3.0,3.0,,,3.0,,,4.0,,3.0,4.0,,,,,2.0,3.0,,3.0,,3.0,4.0,5.0,,4.0,4.0,4.0,3.0,Male,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
537,3308418450,Novice,Not much,,,,,,,,,,4.0,,,3.0,3.0,3.0,,4.0,,,4.0,,3.0,,,,,,,,4.0,5.0,,3.0,1.0,3.0,,3.0,,,3.0,Female,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
538,3308418315,Advanced,Some,,4.0,4.0,3.0,,4.0,,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,,4.0,3.0,,4.0,,3.0,3.0,3.0,,3.0,,,4.0,,5.0,,2.0,3.0,3.0,,3.0,,2.0,4.0,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East South Central
539,3308417268,Novice,Not much,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,3.0,,,,,,,,Male,45-60,,High school degree,Middle Atlantic
541,3308414471,Intermediate,Some,,,,4.0,,,,,3.0,,,,4.0,4.0,4.0,,5.0,,,4.0,,3.0,3.0,4.0,,4.0,4.0,,4.0,,4.0,,4.0,2.0,,4.0,,,3.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
542,3308413409,Novice,Some,,5.0,,,,,,,,,,,4.0,5.0,,,5.0,,,5.0,,,5.0,,,,,,5.0,,3.0,,,5.0,,,,,,,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
543,3308413133,Intermediate,Some,,3.0,3.0,,,3.0,,3.0,3.0,3.0,,,3.0,4.0,5.0,,4.0,,,5.0,,4.0,3.0,,,3.0,3.0,3.0,4.0,3.0,5.0,,5.0,2.0,4.0,4.0,3.0,,3.0,3.0,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
544,3308411889,Novice,A lot,,3.0,4.0,4.0,,,,3.0,3.0,,,,3.0,4.0,5.0,,5.0,,,5.0,,4.0,5.0,,,3.0,3.0,,3.0,5.0,5.0,,5.0,4.0,,4.0,,3.0,4.0,4.0,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
545,3308411314,Intermediate,A lot,,,,3.0,,,,,,,,,3.0,4.0,3.0,,4.0,,,4.0,,3.0,4.0,4.0,,,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,,Female,> 60,"$25,000 - $49,999",Bachelor degree,West South Central
546,3308410977,Intermediate,A lot,,,,,,,,,,,,,4.0,,,,,,,4.0,,2.0,4.0,,,,,3.0,4.0,,4.0,,3.0,3.0,3.0,,,,,3.0,Female,30-44,,Some college or Associate degree,East North Central
547,3308409732,Novice,Some,,,,,,,,,,,,,3.0,4.0,3.0,,3.0,,,4.0,,3.0,3.0,,,,,,3.0,,4.0,,3.0,,,,,,,,Male,45-60,"$50,000 - $99,999",High school degree,New England
549,3308407696,Advanced,A lot,,4.0,,3.0,,4.0,,4.0,4.0,4.0,,,2.0,4.0,4.0,,4.0,,,5.0,3.0,4.0,4.0,3.0,,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,,4.0,3.0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
550,3308407623,Intermediate,Some,,3.0,3.0,3.0,,3.0,,,,,,,3.0,5.0,3.0,,4.0,,,5.0,,2.0,4.0,,,,2.0,2.0,3.0,3.0,4.0,,4.0,2.0,2.0,,3.0,,3.0,3.0,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
551,3308405793,Advanced,A lot,4.0,4.0,,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,,5.0,4.0,4.0,5.0,,5.0,5.0,4.0,,4.0,5.0,5.0,5.0,5.0,3.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,Female,30-44,"$0 - $24,999",Some college or Associate degree,Pacific
552,3308405101,Novice,Some,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,5.0,,3.0,,,,,,,,Male,18-29,"$0 - $24,999",High school degree,East North Central
553,3308403579,Intermediate,A lot,,4.0,,,,,,,3.0,,,,3.0,3.0,,,5.0,,,5.0,4.0,5.0,4.0,,,,,4.0,5.0,,4.0,,5.0,5.0,4.0,5.0,5.0,3.0,5.0,,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
554,3308399968,Intermediate,Some,,3.0,,3.0,3.0,4.0,,,,,3.0,,3.0,2.0,3.0,,3.0,,2.0,4.0,,3.0,3.0,,,3.0,4.0,,3.0,,3.0,,3.0,2.0,3.0,3.0,3.0,,1.0,,Female,45-60,,High school degree,South Atlantic
555,3308399910,Advanced,A lot,3.0,4.0,,,,4.0,,3.0,4.0,4.0,,,1.0,3.0,4.0,,5.0,4.0,,4.0,,5.0,5.0,,,,1.0,3.0,5.0,,4.0,,3.0,5.0,5.0,,4.0,3.0,3.0,3.0,Male,45-60,"$100,000 - $149,999",Bachelor degree,Mountain
556,3308398024,Novice,Not at all,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
557,3308397561,Intermediate,A lot,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,,4.0,,3.0,4.0,,3.0,3.0,3.0,,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,,3.0,3.0,Female,> 60,"$25,000 - $49,999",Graduate degree,West North Central
559,3308396552,Intermediate,A lot,,4.0,,3.0,,5.0,,4.0,4.0,,,3.0,3.0,3.0,4.0,,4.0,,,5.0,,4.0,5.0,,,,3.0,3.0,5.0,,3.0,,4.0,4.0,5.0,,4.0,,3.0,3.0,Male,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
562,3308395042,Novice,Some,,,,4.0,,,,,,4.0,,,3.0,4.0,4.0,,4.0,,,4.0,,3.0,4.0,4.0,,3.0,3.0,,4.0,4.0,4.0,,4.0,3.0,4.0,,4.0,,3.0,4.0,Female,> 60,,Bachelor degree,Middle Atlantic
563,3308394901,Novice,Some,,,5.0,5.0,,,,,5.0,5.0,,,5.0,5.0,3.0,,5.0,,,5.0,,,5.0,,,4.0,,,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,,5.0,,5.0,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
564,3308394259,Intermediate,Some,,3.0,,3.0,,3.0,,3.0,4.0,3.0,,3.0,2.0,5.0,3.0,,4.0,3.0,,5.0,,3.0,4.0,3.0,,3.0,2.0,,5.0,3.0,3.0,,2.0,2.0,3.0,,4.0,,,3.0,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic
565,3308393262,Intermediate,A lot,,5.0,5.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,4.0,5.0,4.0,,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,,3.0,,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central
566,3308392882,Intermediate,Some,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,Male,> 60,"$50,000 - $99,999",Graduate degree,West South Central
567,3308390282,Intermediate,Some,2.0,,,,,4.0,,3.0,3.0,4.0,,,3.0,5.0,4.0,,4.0,,2.0,5.0,,4.0,4.0,,,4.0,2.0,3.0,3.0,4.0,4.0,,4.0,2.0,3.0,,3.0,,2.0,3.0,Female,> 60,,Graduate degree,South Atlantic
568,3308389869,Novice,Not much,2.0,4.0,5.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,,2.0,,2.0,2.0,4.0,3.0,4.0,,4.0,3.0,3.0,2.0,4.0,,2.0,3.0,Male,> 60,,Graduate degree,South Atlantic
569,3308388574,Intermediate,Some,,,,3.0,5.0,,,,4.0,,5.0,,2.0,3.0,5.0,,4.0,,,5.0,,4.0,4.0,,,,3.0,,3.0,,3.0,,4.0,4.0,4.0,4.0,,3.0,4.0,2.0,Female,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
570,3308387668,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,3.0,,4.0,3.0,,4.0,,3.0,5.0,5.0,4.0,3.0,,4.0,3.0,,,,,
572,3308383539,Expert,A lot,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,,5.0,3.0,,4.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0,,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
573,3308382868,Novice,Not much,,3.0,5.0,,,,,,,,,,4.0,3.0,3.0,,,,,4.0,,3.0,2.0,3.0,,3.0,,2.0,,3.0,5.0,,4.0,1.0,3.0,4.0,3.0,,,4.0,Male,> 60,"$50,000 - $99,999",High school degree,South Atlantic
